x,y,z,reachable,tilt_deg,j3_danger
0.0,-0.8111111111111111,0.8666666666666667,False,0.0,False
0.0,-0.8111111111111111,1.0,False,0.0,False
0.0,-0.6666666666666667,-0.2,True,4.182619578303747e-06,False
0.0,-0.6666666666666667,-0.06666666666666668,True,0.0,False
0.0,-0.6666666666666667,0.06666666666666665,True,2.831646840510158e-06,False
0.0,-0.6666666666666667,0.2,True,5.598568198963992e-06,False
0.0,-0.6666666666666667,0.3333333333333333,True,0.0,False
0.0,-0.6666666666666667,0.4666666666666666,False,0.0,False
0.0,-0.6666666666666667,0.6000000000000001,False,0.0,False
0.0,-0.6666666666666667,0.7333333333333334,False,0.0,False
0.0,-0.6666666666666667,0.8666666666666667,False,0.0,False
0.0,-0.6666666666666667,1.0,False,0.0,False
0.0,-0.5222222222222223,-0.2,True,8.537736462515939e-07,False
0.0,-0.5222222222222223,-0.06666666666666668,True,9.147338974078799e-05,False
0.0,-0.5222222222222223,0.06666666666666665,True,8.537736462515939e-07,False
0.0,-0.5222222222222223,0.2,True,2.699869328381916e-06,False
0.0,-0.5222222222222223,0.3333333333333333,True,0.0,False
0.0,-0.5222222222222223,0.4666666666666666,True,0.0,False
0.0,-0.5222222222222223,0.6000000000000001,False,0.0,False
0.0,-0.5222222222222223,0.7333333333333334,False,0.0,False
0.0,-0.5222222222222223,0.8666666666666667,False,0.0,False
0.0,-0.5222222222222223,1.0,False,0.0,False
0.0,-0.37777777777777777,-0.2,True,4.213007457917967e-05,False
